9110 23683
619 618 46.10
619 2480 84.85
620 619 52.53
621 622 80.77
621 5967 126.00
622 621 80.77
622 4784 123.07
622 4783 147.80
623 822 18.50
623 624 190.46
623 823 107.43
624 623 190.46
624 3461 107.60
624 2020 102.19
625 626 122.42
625 745 151.41
625 3431 103.18
626 745 61.25
626 744 18.80
626 625 122.42
627 242 99.06
627 5092 126.74
627 2477 64.18
628 629 177.73
628 979 38.39
628 8354 160.89
628 980 40.98
629 630 109.80
629 628 177.73
629 2577 40.81
629 2576 39.93
630 629 109.80
630 5966 42.21
630 4000 38.69
630 631 90.25
631 5796 45.25
631 630 90.25
631 4001 40.43
632 633 52.96
632 9081 49.53
632 5189 259.29
632 6956 31.04
633 634 75.69
633 632 52.96
633 2518 176.95
634 633 75.69
634 635 199.52
634 784 70.89
635 786 118.35
635 636 164.98
635 634 199.52
635 2518 352.04
636 8007 97.66
636 637 85.77
636 635 164.98
637 638 94.45
637 636 85.77
637 2492 168.68
637 2491 157.34
638 639 95.19
638 637 94.45
638 3220 256.96
639 638 95.19
640 1405 168.12
640 641 136.46
640 1406 93.33
641 640 136.46
642 643 111.42
642 4679 43.53
643 644 104.95
643 5402 92.73
643 642 111.42
643 3511 90.94
644 643 104.95
644 1297 88.34
644 1296 69.72
645 3363 204.35
646 4461 17.33
646 3361 225.02
647 648 45.30
647 3159 48.92
647 2273 270.91
648 647 45.30
649 650 115.89
650 651 367.38
650 649 115.89
650 1341 281.75
650 3595 51.88
651 652 97.06
651 650 367.38
651 4816 99.18
652 8748 13.55
652 651 97.06
652 5123 294.75
653 654 90.42
653 8748 74.53
653 2938 180.70
653 2937 264.97
654 653 90.42
654 5282 647.24
654 1599 12.13
655 8032 8.01
655 1326 216.19
656 657 49.92
656 8032 39.17
656 59 82.60
657 293 21.73
657 656 49.92
657 7783 123.22
658 293 94.85
658 57 278.66
659 7000 15.81
659 660 101.30
659 7097 103.64
660 661 66.60
660 1921 93.63
660 659 101.30
661 660 66.60
661 662 213.64
661 8360 173.07
661 1922 97.60
662 7396 29.78
662 663 22.36
662 661 213.64
662 1923 96.87
663 664 79.79
663 662 22.36
664 5064 91.74
664 663 79.79
665 666 77.04
665 3286 130.80
665 2167 106.83
666 667 77.40
666 665 77.04
666 5445 104.10
667 3024 46.76
667 668 156.06
667 666 77.40
668 2932 12.69
668 3023 35.25
668 667 156.06
669 670 64.30
669 1168 94.17
669 1167 178.18
670 671 108.13
670 3896 93.24
671 6336 75.89
671 4715 70.07
672 673 64.97
673 672 64.97
673 3045 8.75
673 4516 133.16
674 5673 74.11
674 4426 58.11
675 5373 61.81
675 674 99.38
676 842 35.34
676 677 139.13
676 843 175.83
677 678 39.09
677 1893 114.55
677 676 139.13
678 679 67.33
678 677 39.09
678 2548 88.04
679 678 67.33
679 3690 84.71
679 3689 307.05
680 681 35.93
680 8050 30.85
680 5696 38.72
681 680 35.93
682 2260 102.78
682 2262 383.80
682 683 91.67
683 3494 67.09
683 7508 315.04
683 682 91.67
684 6358 6.59
684 7775 60.14
684 3065 216.58
685 6152 83.04
685 8666 59.83
685 4088 80.64
686 3300 80.32
686 685 71.94
687 6712 125.50
687 6712 125.50
687 952 208.76
688 3133 129.05
688 2864 183.95
688 2414 76.54
689 141 339.99
689 8784 96.46
690 691 84.89
691 690 84.89
691 692 67.91
691 6055 82.63
692 693 60.53
692 2042 99.61
692 691 67.91
693 692 60.53
693 694 91.78
693 1418 82.20
694 695 115.78
694 693 91.78
694 2043 99.53
695 696 86.07
695 5967 86.35
695 2044 105.28
695 694 115.78
696 697 141.80
697 5905 84.85
697 2046 68.59
697 698 79.38
698 699 110.28
698 4572 40.94
699 4443 121.81
699 700 84.42
700 4691 125.76
700 4692 86.63
700 701 42.88
701 4999 91.07
701 702 37.21
702 703 43.22
702 701 37.21
702 774 128.97
703 702 43.22
703 704 120.19
704 1815 114.91
704 705 79.27
704 703 120.19
705 704 79.27
705 4738 69.27
705 1678 87.08
706 707 103.18
707 706 103.18
707 6051 78.51
707 6110 73.93
707 7510 269.90
708 3400 33.76
708 709 18.61
708 4276 109.30
709 3400 27.72
709 708 18.61
709 710 92.72
709 2305 246.20
710 711 45.89
710 709 92.72
710 2306 248.26
711 710 45.89
711 863 173.21
711 712 79.76
712 711 79.76
712 713 82.51
712 2846 208.51
713 4840 208.84
713 714 83.14
714 4841 208.81
714 715 82.96
715 716 82.37
716 4377 208.12
716 717 80.98
717 5313 126.84
717 718 43.09
717 1500 114.49
718 719 40.55
718 8154 10.10
719 1472 67.04
719 720 116.13
720 7473 129.61
720 7474 59.38
721 8155 68.20
721 4846 207.30
722 5738 17.53
722 7338 27.69
722 6780 151.62
723 724 167.21
723 7338 29.58
723 7337 60.45
723 5658 83.65
724 6117 171.73
724 723 167.21
724 725 92.50
724 5659 83.11
725 8419 77.11
725 724 92.50
725 3229 83.22
726 8419 8.93
726 727 57.84
726 6118 173.66
727 726 57.84
727 221 36.08
728 7366 80.16
728 729 116.41
728 221 73.32
729 730 75.49
729 728 116.41
729 3711 77.51
730 115 31.63
730 729 75.49
730 7075 74.69
731 732 133.62
731 2756 180.73
731 3331 104.65
731 5917 65.85
732 733 147.21
732 731 133.62
732 1799 51.90
732 5917 165.14
733 734 104.18
733 732 147.21
733 1202 102.44
734 733 104.18
734 2486 57.25
734 2487 57.22
734 735 118.58
735 736 21.13
735 3333 79.05
735 734 118.58
736 8177 39.30
736 735 21.13
736 1201 171.20
737 2587 138.46
737 2886 134.02
737 2886 134.02
738 772 131.57
738 2841 209.68
738 7568 78.48
739 6518 36.53
740 8076 132.89
741 3429 105.82
741 7460 114.73
741 798 193.16
742 3431 105.51
742 1277 194.87
742 743 54.16
743 219 45.30
743 744 36.47
743 742 54.16
744 626 18.80
744 743 36.47
744 6367 162.99
745 626 61.25
745 6367 152.07
745 625 151.41
745 746 47.77
746 5921 131.38
746 7505 83.88
746 747 49.71
746 745 47.77
747 5275 132.17
747 3432 114.93
747 748 48.13
747 746 49.71
748 749 57.16
748 6368 132.30
748 747 48.13
749 3989 64.23
749 748 57.16
749 5867 132.14
749 750 81.93
750 3990 64.23
750 7421 13.24
750 749 81.93
751 7421 59.69
751 3991 69.72
751 752 51.13
751 4281 136.13
752 1890 132.40
752 753 45.91
753 752 45.91
753 7442 132.45
753 3438 129.68
753 754 50.81
754 3439 131.87
754 5316 37.90
754 7504 51.18
754 753 50.81
755 1347 59.31
755 756 81.08
755 8806 75.22
756 755 81.08
757 2606 90.24
757 8024 180.04
757 2605 92.44
758 8024 76.90
758 3975 85.80
759 760 210.96
759 1255 52.15
759 5777 80.01
759 5367 132.28
760 761 133.45
760 759 210.96
760 4685 80.35
760 4684 104.61
761 762 247.01
761 760 133.45
761 1699 79.76
761 1698 84.42
762 2217 107.17
762 5364 105.39
762 1698 258.88
762 763 174.05
762 761 247.01
763 5365 106.69
763 5298 106.52
763 762 174.05
764 3729 21.60
764 765 104.45
765 764 104.45
765 125 90.38
765 3274 83.49
766 1598 82.82
766 1597 57.22
766 767 252.91
767 3538 82.01
767 5985 60.15
768 769 308.92
768 5403 92.83
768 5571 62.58
769 2058 84.45
769 770 142.34
769 768 308.92
769 2057 90.35
770 5402 51.85
770 769 142.34
770 69 97.28
771 4534 68.18
771 7809 22.96
771 6610 11.85
772 773 102.74
772 738 131.57
772 2842 85.28
773 774 68.62
773 772 102.74
773 1789 344.40
773 1790 79.29
774 773 68.62
774 4691 80.14
775 3048 211.13
776 5662 59.01
776 581 323.61
776 580 342.03
777 778 139.26
777 302 154.58
777 3840 53.31
778 777 139.26
778 450 175.42
778 4990 161.63
779 780 53.12
779 7749 108.47
779 3078 313.82
780 6614 61.57
780 2186 159.08
780 779 53.12
780 7974 50.80
781 782 162.81
781 2802 113.59
782 168 40.54
782 783 199.44
782 781 162.81
782 6211 77.51
783 1251 128.10
783 2701 40.91
783 4437 84.04
783 782 199.44
784 785 206.16
784 634 70.89
784 864 207.93
785 786 46.44
785 784 206.16
785 6300 118.52
786 787 129.91
786 785 46.44
786 635 118.35
786 3794 107.14
787 786 129.91
788 789 106.81
788 152 159.96
788 4038 121.32
788 4037 165.49
789 790 126.27
789 3345 96.25
789 788 106.81
789 3344 96.37
790 791 80.11
790 789 126.27
790 4397 137.65
791 792 45.70
791 790 80.11
791 3380 190.29
792 791 45.70
792 793 82.47
792 6196 250.34
793 794 106.63
793 792 82.47
793 5417 292.31
794 793 106.63
794 447 130.25
794 3743 175.33
795 4228 129.39
795 4227 124.70
796 5827 73.63
796 5268 70.91
797 93 208.84
797 894 86.74
797 7670 34.84
798 4447 36.91
798 741 193.16
798 4446 156.96
799 601 59.61
800 601 74.24
800 3663 135.46
800 8375 53.37
800 6629 292.04
801 5934 52.85
802 803 40.59
803 802 40.59
803 5080 257.97
803 2322 63.49
804 2968 63.66
804 2967 64.17
805 9079 70.25
805 3569 61.62
805 5897 50.40
806 1898 50.86
806 805 29.89
807 5383 50.13
807 806 104.07
807 808 187.60
808 2018 51.19
808 7465 30.15
808 807 187.60
809 5375 115.87
809 810 99.16
809 5789 194.28
810 2798 99.36
810 809 99.16
810 4190 37.39
811 6320 58.22
811 812 79.11
811 5 95.31
812 811 79.11
812 5566 80.86
812 813 201.22
813 8025 136.66
813 814 79.52
813 812 201.22
814 815 85.24
814 813 79.52
814 2173 103.75
815 814 85.24
815 816 93.54
815 2174 68.43
815 8086 76.52
816 1003 104.90
816 1625 91.17
816 817 292.38
816 815 93.54
817 5736 102.84
817 816 292.38
817 818 93.20
818 5737 102.94
818 819 69.69
818 817 93.20
819 820 161.08
819 4501 83.05
819 8195 280.45
819 818 69.69
819 1274 64.09
820 821 83.00
820 819 161.08
820 5396 221.71
821 822 80.72
821 820 83.00
821 6274 85.34
821 7246 185.79
822 623 18.50
822 821 80.72
822 4518 170.10
823 824 107.42
823 623 107.43
823 5314 110.73
824 3799 68.85
824 3800 116.60
824 823 107.42
825 2169 120.30
825 826 116.37
825 2168 315.75
825 830 77.71
826 827 97.28
826 825 116.37
826 1052 112.60
827 828 50.66
827 826 97.28
827 6421 105.86
828 827 50.66
828 889 102.39
829 3628 66.56
829 830 140.99
829 3629 87.27
830 5693 80.67
830 5527 64.60
830 829 140.99
830 825 77.71
831 4723 39.24
831 832 131.93
832 6516 39.10
832 833 95.23
832 831 131.93
833 832 95.23
834 3508 79.96
834 835 182.95
834 964 160.06
834 6042 97.11
835 3509 79.29
835 7536 102.67
835 834 182.95
835 4892 94.70
836 7536 5.91
836 3510 75.49
837 1484 245.40
837 1483 197.65
838 839 19.77
838 7871 12.98
838 3184 76.99
838 3184 76.99
839 838 19.77
839 4530 129.99
839 7871 24.71
840 5015 80.74
841 1159 140.81
841 870 182.72
842 676 35.34
843 844 66.48
843 676 175.83
843 3689 341.99
844 475 90.16
844 843 66.48
844 4741 170.13
845 475 56.66
846 2500 135.77
846 7033 352.33
846 2991 82.22
846 8665 54.13
847 6033 62.10
847 1812 120.55
847 848 48.44
848 849 44.95
848 1811 109.60
848 847 48.44
848 2532 79.26
849 848 44.95
849 3362 79.71
849 1809 99.02
849 850 86.26
850 1807 80.93
850 849 86.26
850 3363 78.99
851 852 69.56
852 853 164.78
852 851 69.56
852 303 80.64
852 6417 80.86
853 854 74.53
853 852 164.78
853 304 84.01
853 3015 77.18
854 855 85.14
854 853 74.53
854 6443 221.36
854 906 175.92
855 854 85.14
855 907 160.13
855 1193 221.12
855 7399 137.78
856 857 110.19
856 500 296.42
856 5305 47.25
856 3906 51.20
857 856 110.19
858 2391 34.06
858 2390 49.73
858 859 133.99
859 860 41.11
859 6094 48.18
860 861 47.48
860 2847 84.27
861 6095 46.38
861 862 86.74
862 2306 47.49
862 711 248.30
863 711 173.21
863 4278 50.15
863 4277 68.79
864 5470 33.80
864 784 207.93
864 6264 87.92
865 7839 177.18
865 62 97.00
865 1440 58.07
865 1439 54.10
866 7839 72.16
867 3495 169.50
868 869 114.07
868 5878 78.63
868 8225 126.43
869 868 114.07
869 3463 81.58
869 3462 84.15
870 871 87.88
870 6853 78.33
870 3864 122.85
870 841 182.72
871 870 87.88
871 3531 119.52
872 4519 8.13
872 873 156.66
872 2820 47.81
873 874 276.67
873 872 156.66
873 2821 40.74
874 4662 46.87
874 873 276.67
874 4663 179.88
875 230 58.53
875 876 273.78
875 540 35.47
876 877 89.60
876 875 273.78
876 3233 74.41
877 878 85.64
877 5214 80.79
877 3234 74.47
877 876 89.60
878 111 135.05
878 877 85.64
878 3235 73.21
879 6306 106.49
879 111 77.28
879 5925 225.69
880 3236 51.02
880 6306 57.31
880 6331 270.98
881 882 37.41
881 3616 126.56
881 4168 67.43
882 881 37.41
882 9059 90.61
882 5845 67.70
882 883 68.41
883 5447 45.50
883 882 68.41
883 2612 144.40
884 5620 86.99
884 885 256.88
885 886 186.24
885 884 256.88
885 4444 37.97
886 482 72.35
886 885 186.24
886 2618 111.31
887 888 180.88
887 483 124.23
887 4152 153.75
888 5621 76.21
888 887 180.88
889 828 102.39
889 6421 56.85
889 6422 48.34
890 891 172.53
890 5465 55.14
890 5464 57.37
891 6490 53.39
891 6489 51.00
892 7316 1220.66
893 7670 171.28
893 1485 423.70
893 6873 107.67
894 95 97.25
894 4310 51.30
894 797 86.74
895 3644 81.65
895 896 127.44
895 95 125.00
896 1487 168.89
896 895 127.44
896 897 408.54
896 6646 78.25
897 898 363.78
897 6328 106.42
897 896 408.54
897 1489 113.35
898 1490 109.72
898 897 363.78
898 7998 92.13
899 903 249.30
899 8267 86.35
900 902 33.55
900 903 94.27
901 900 551.40
901 1026 278.35
902 901 518.47
903 899 249.30
903 902 88.17
903 8586 296.78
904 2291 27.81
904 7882 247.96
904 905 165.09
905 906 75.60
905 904 165.09
905 2292 31.85
905 3014 84.37
906 907 86.21
906 905 75.60
906 854 175.92
907 855 160.13
907 1192 85.43
907 8119 50.47
907 906 86.21
908 6216 84.54
908 201 38.95
908 909 124.40
909 910 125.00
909 6114 84.17
909 7564 41.75
909 908 124.40
910 911 144.02
910 909 125.00
910 4602 84.43
911 910 144.02
911 5679 80.25
911 912 90.73
912 2112 42.42
912 911 90.73
912 2113 84.35
913 6058 137.63
913 9095 121.99
914 6388 286.92
914 915 93.53
914 6864 97.76
914 6857 207.95
915 920 286.43
915 916 90.82
915 914 93.53
916 5542 285.98
916 917 93.69
916 915 90.82
917 3590 88.29
917 3589 65.32
917 918 91.20
917 916 93.69
918 919 144.30
918 917 91.20
918 2086 89.38
919 918 144.30
919 4071 89.57
919 5015 141.45
920 921 241.64
920 5542 93.16
920 6388 94.14
921 5543 93.09
921 6186 91.97
921 922 139.82
922 7838 15.51
922 5211 94.82
922 7837 17.82
922 921 139.82
923 924 88.02
923 7838 117.64
923 5425 92.79
924 923 88.02
924 965 91.58
924 925 78.19
925 926 79.47
925 924 78.19
926 927 69.66
926 925 79.47
926 2741 94.41
927 928 70.28
927 926 69.66
928 2102 99.83
928 929 120.16
928 927 70.28
929 928 120.16
929 1219 151.53
929 6386 96.94
930 931 36.94
930 2308 30.88
930 1923 62.95
931 930 36.94
932 1714 84.69
932 3357 83.57
932 6536 167.92
933 934 109.12
934 935 148.53
934 933 109.12
934 502 48.80
934 3411 52.94
935 934 148.53
935 503 50.17
935 3413 56.50
936 1801 37.98
937 947 25.31
937 2553 78.64
937 7959 266.23
938 939 352.87
938 1100 165.21
939 2060 88.53
939 1101 200.11
939 940 83.19
939 938 352.87
940 223 80.61
940 3684 95.04
940 941 202.60
940 939 83.19
941 5627 82.95
941 3685 93.75
941 942 94.41
941 940 202.60
942 943 88.04
942 941 94.41
942 5710 151.48
943 2247 100.08
943 944 111.13
943 942 88.04
943 2248 147.90
944 1927 74.27
944 2782 96.40
944 945 92.07
944 943 111.13
945 5129 62.39
945 946 44.78
945 944 92.07
946 1928 59.13
946 3212 102.57
946 947 147.72
946 945 44.78
947 2554 90.88
947 937 25.31
947 946 147.72
948 2808 50.97
948 949 101.94
948 4536 45.26
949 2883 215.80
949 948 101.94
949 4537 107.26
949 3940 104.20
950 951 107.20
950 8575 89.48
950 8762 131.63
951 950 107.20
951 8578 264.63
951 1026 482.42
952 1292 525.43
952 687 208.76
952 7787 54.88
953 3867 174.69
953 3866 52.35
954 6353 54.29
954 3321 188.07
955 956 84.32
955 5745 92.84
955 5522 95.57
956 957 101.66
956 5521 96.16
957 6202 91.90
957 5520 95.43
958 1511 94.65
958 4017 101.83
958 350 81.27
959 6189 105.99
959 1298 87.74
959 8555 178.65
960 1158 48.84
960 8555 92.70
960 8556 14.89
961 962 143.70
961 5805 69.54
962 961 143.70
962 5615 157.41
962 5616 70.68
963 964 192.81
963 2314 113.66
963 4872 60.28
963 2315 190.58
963 5099 87.48
964 85 84.28
964 2315 110.78
964 834 160.06
964 963 192.81
965 7740 132.17
965 245 101.44
965 924 91.58
966 967 115.58
966 5158 120.85
966 2893 159.99
967 1448 165.52
967 1447 62.18
967 966 115.58
968 969 82.41
968 3912 85.29
968 3365 73.30
969 970 108.37
969 968 82.41
969 6531 117.27
970 971 6.47
970 969 108.37
970 3202 117.45
971 972 282.62
971 970 6.47
971 4660 82.55
972 971 282.62
972 5528 82.49
972 6427 294.18
973 2313 33.94
973 2312 69.89
974 4886 50.47
974 4885 72.38
974 86 182.15
974 975 102.79
975 1046 94.16
975 5441 71.29
975 974 102.79
976 2019 72.14
976 977 151.78
976 4502 57.85
977 976 151.78
977 5468 172.54
977 2953 67.08
978 979 45.84
978 2575 178.16
978 9066 353.14
978 8353 164.00
979 628 38.39
979 978 45.84
979 2576 178.30
979 3697 162.54
980 628 40.98
980 3698 164.52
980 981 73.16
981 2577 106.42
981 980 73.16
982 981 50.17
982 2579 130.08
983 5771 67.35
983 982 46.31
983 3698 238.96
984 3513 55.50
984 985 393.19
984 1390 81.96
985 984 393.19
985 5348 159.55
986 7469 179.62
987 8724 64.03
987 8369 111.11
987 2072 98.67
988 989 129.75
989 7766 55.14
989 7502 41.26
989 988 129.75
990 991 53.58
990 2976 105.60
990 5609 84.15
990 3748 222.00
991 990 53.58
992 3346 42.09
992 3345 61.26
992 8737 143.62
993 994 63.42
993 4900 85.39
993 588 84.23
994 995 148.12
994 993 63.42
994 587 109.19
995 996 136.97
995 994 148.12
995 4121 89.47
995 586 218.08
996 995 136.97
996 584 370.02
996 997 82.85
997 996 82.85
997 998 41.77
997 574 74.51
997 5102 92.80
998 997 41.77
998 5346 213.88
999 1755 285.85
999 8128 312.70
999 160 201.49
999 614 78.70
1000 1001 90.53
1000 2659 185.41
1000 4143 230.55
1001 1000 90.53
1001 2661 128.48
1001 1002 169.30
1001 3529 76.10
1002 2662 89.38
1002 2663 65.64
1002 1001 169.30
1003 1004 379.28
1003 1626 61.01
1003 816 104.90
1004 1003 379.28
1004 2019 30.86
1004 4501 50.24
1005 1006 161.19
1005 5537 39.98
1005 3163 51.65
1006 7588 43.73
1006 5538 41.26
1006 1005 161.19
1006 1007 172.65
1007 1006 172.65
1008 6535 138.12
1008 3520 206.91
1008 3519 228.10
1008 1009 102.99
1009 8904 5.09
1009 6225 185.43
1009 1010 112.95
1009 1008 102.99
1010 1011 47.89
1010 237 51.89
1010 5793 234.72
1010 1009 112.95
1011 1012 29.22
1011 1010 47.89
1011 3451 94.84
1012 1011 29.22
1012 3452 86.95
1012 1013 87.62
1013 3523 39.43
1013 1014 57.25
1013 1012 87.62
1014 1015 170.79
1014 1013 57.25
1014 3453 87.01
1015 1014 170.79
1015 1200 8.47
1015 1016 201.11
1016 1015 201.11
1016 1055 70.32
1016 3526 123.96
1017 1018 120.45
1017 4795 131.10
1017 4386 47.68
1018 1019 82.88
1018 1017 120.45
1018 3995 165.22
1018 3994 140.40
1019 4796 164.64
1019 1020 81.91
1019 1018 82.88
1019 6063 140.51
1020 4797 163.58
1020 6115 138.93
1020 1021 81.68
1020 1019 81.91
1021 4708 84.45
1021 4707 140.19
1021 1022 106.96
1021 1020 81.68
1022 5942 84.04
1022 1023 107.94
1022 1021 106.96
1023 2586 99.57
1023 1024 196.17
1023 1022 107.94
1024 1023 196.17
1025 7415 34.90
1025 1025 0.00
1026 901 278.35
1026 951 482.42
1026 4130 180.59
1027 5077 113.44
1027 3768 81.70
1028 1027 105.55
1028 3678 81.60
1029 2596 319.92
1029 7448 69.93
1029 2834 184.82
1030 1031 216.54
1030 4542 468.65
1030 2229 267.00
1031 3096 47.95
1031 1030 216.54
1031 4874 141.99
1032 8972 150.38
1032 3033 97.03
1032 3032 112.62
1033 1331 51.91
1033 1034 364.78
1033 6350 119.46
1034 1035 29.78
1034 1033 364.78
1034 4546 195.68
1035 1036 12.91
1035 7490 27.85
1035 1034 29.78
1035 7776 102.07
1036 1035 12.91
1037 5691 167.17
1037 1038 52.60
1037 7776 141.35
1038 1037 52.60
1038 5880 151.00
1038 7487 94.51
1039 7487 4.18
1039 1334 106.47
1039 8810 18.98
1040 1041 40.40
1040 1042 91.86
1040 2006 250.34
1040 2005 192.04
1041 1040 40.40
1041 2070 196.13
1042 1040 91.86
1042 3293 100.66
1043 2856 168.66
1043 6068 72.69
1043 1044 99.81
1043 7537 104.68
1044 7883 125.94
1044 1043 99.81
1044 7884 78.31
1045 1046 102.99
1045 7883 127.27
1045 7884 78.63
1046 6068 83.77
1046 1045 102.99
1046 975 94.16
1047 4509 91.31
1047 4508 61.13
1047 1048 89.46
1048 1049 85.18
1048 4939 90.67
1048 4938 64.66
1048 1047 89.46
1049 1048 85.18
1049 1050 7.77
1049 1578 66.66
1050 1049 7.77
1050 1579 83.28
1050 1051 88.84
1051 2946 87.78
1051 1050 88.84
1051 2945 74.51
1052 6421 98.55
1052 2169 98.00
1052 1053 47.36
1052 826 112.60
1053 6631 178.74
1053 1054 179.41
1053 1052 47.36
1053 5464 97.03
1054 1053 179.41
1054 2170 87.39
1054 240 49.25
1054 240 49.25
1055 1754 22.38
1055 1016 70.32
1055 1056 93.54
1056 5557 103.17
1056 1057 89.04
1056 6148 246.92
1057 1058 46.17
1057 8416 106.95
1057 3913 104.22
1057 1056 89.04
1058 1057 46.17
1058 5057 102.06
1058 8415 109.01
1059 8571 305.47
1060 8404 34.15
1060 7294 27.07
1060 8405 32.54
1061 1062 15.55
1062 1061 15.55
1062 5235 84.13
1062 3221 273.37
1063 1064 148.94
1063 1184 103.06
1063 1183 129.28
1064 8112 93.81
1064 1063 148.94
1064 1875 127.61
1065 8215 94.14
1065 3873 79.43
1065 7700 53.91
1066 5959 26.57
1066 5864 58.92
1066 341 133.86
1067 4658 101.24
1067 9005 37.72
1067 341 55.33
1067 3504 405.81
1068 1069 39.34
1068 9005 39.47
1068 3009 102.14
1069 1070 40.51
1069 1068 39.34
1069 6507 102.39
1070 1069 40.51
1070 4972 102.03
1070 1071 78.70
1070 4327 121.90
1071 3758 102.59
1071 1072 53.14
1071 1070 78.70
1072 1073 26.85
1072 1071 53.14
1072 3503 78.62
1073 1072 26.85
1073 6288 101.98
1073 1074 79.36
1074 3998 101.62
1074 1075 78.76
1074 1073 79.36
1074 3504 77.20
1075 1076 41.19
1075 4520 101.78
1075 1074 78.76
1076 1077 38.31
1076 1075 41.19
1076 3465 102.53
1077 1076 38.31
1077 6484 104.28
1077 1078 40.70
1077 3504 170.97
1078 6522 103.50
1078 425 39.40
1078 1077 40.70
1079 1089 109.19
1079 8080 73.11
1079 425 42.11
1080 1081 47.21
1080 5951 44.68
1080 1616 39.87
1081 1 40.26
1081 1080 47.21
1081 1423 121.37
1082 1083 68.92
1082 1 76.08
1082 4635 122.03
1083 1084 35.58
1083 1082 68.92
1083 4634 119.68
1084 1083 35.58
1084 1085 78.76
1084 4633 124.92
1084 2166 98.76
1085 1086 79.03
1085 1084 78.76
1085 2423 142.91
1085 2422 79.64
1086 1087 78.54
1086 1085 79.03
1086 4632 143.44
1086 117 79.39
1087 546 85.84
1087 1086 78.54
1087 4564 81.18
1087 8063 141.89
1088 7034 13.83
1088 7031 171.56
1088 6779 147.05
1089 426 41.72
1090 5063 251.62
1090 5929 46.52
1090 6661 120.51
1091 3420 11.44
1091 8056 93.31
1091 405 220.22
1092 1093 45.44
1092 6284 180.55
